"id","entityA.id","entityA.type","entityB.id","entityB.type","since"
"16_69","16","Person","69","Person","-1764581643105"
"61_69","61","Person","69","Person","-575711110475"
"21_69","21","Person","69","Person","-290219652256"
"20_69","20","Person","69","Person","-1056225318293"
"62_69","62","Person","69","Person","-1430123047620"
"16_70","16","Person","70","Person","-1597262485454"
"13_70","13","Person","70","Person","260221089822"
"15_70","15","Person","70","Person","-856286464063"
"11_70","11","Person","70","Person","-1206467180496"
"5_70","5","Person","70","Person","-1656863115941"
"19_71","19","Person","71","Person","-1138118512293"
"3_71","3","Person","71","Person","11021040588"
"42_71","42","Person","71","Person","-602542125133"
"36_71","36","Person","71","Person","744062725801"
"37_71","37","Person","71","Person","-1592638445982"
"64_72","64","Person","72","Person","89985827419"
"30_72","30","Person","72","Person","621256086034"
"38_72","38","Person","72","Person","-1076277065810"
"16_72","16","Person","72","Person","-1269198563362"
"32_72","32","Person","72","Person","-639279178225"
"18_73","18","Person","73","Person","661844864220"
"19_73","19","Person","73","Person","191944138221"
"39_73","39","Person","73","Person","-1845201707744"
"36_73","36","Person","73","Person","-1573647279241"
"10_73","10","Person","73","Person","437643530048"
"16_74","16","Person","74","Person","-1933997891909"
"17_74","17","Person","74","Person","-387558730329"
"29_74","29","Person","74","Person","-2163222369916"
"39_74","39","Person","74","Person","285131583905"
"62_74","62","Person","74","Person","-1351403415759"
"15_75","15","Person","75","Person","-728663402169"
"51_75","51","Person","75","Person","210468587468"
"57_75","57","Person","75","Person","236939431815"
"59_75","59","Person","75","Person","160930911456"
"31_75","31","Person","75","Person","-1463568512707"
"70_76","70","Person","76","Person","918933980401"
"56_76","56","Person","76","Person","-2173023462546"
"7_76","7","Person","76","Person","-1422007666753"
"43_76","43","Person","76","Person","674822639325"
"21_76","21","Person","76","Person","-1423508606896"
"67_77","67","Person","77","Person","459697867554"
"8_77","8","Person","77","Person","-242147822487"
"74_77","74","Person","77","Person","-652758920051"
"21_77","21","Person","77","Person","-1218882784248"
"68_77","68","Person","77","Person","699430873561"
"16_78","16","Person","78","Person","-337960083932"
"1_78","1","Person","78","Person","901472405531"
"12_78","12","Person","78","Person","-399428871948"
"75_78","75","Person","78","Person","744944950727"
"11_78","11","Person","78","Person","-1858609109317"
"30_79","30","Person","79","Person","639379707087"
"57_79","57","Person","79","Person","-1562333024872"
"20_79","20","Person","79","Person","-188709897831"
"5_79","5","Person","79","Person","-695156735190"
"10_79","10","Person","79","Person","-179700588245"
"28_80","28","Person","80","Person","-191121196392"
"44_80","44","Person","80","Person","-67589683542"
"4_80","4","Person","80","Person","-2039730117689"
"20_80","20","Person","80","Person","-1833526081041"
"47_80","47","Person","80","Person","56730670097"
"67_81","67","Person","81","Person","-991131815895"
"17_81","17","Person","81","Person","781641935203"
"6_81","6","Person","81","Person","-1419660567176"
"10_81","10","Person","81","Person","-387841966197"
"47_81","47","Person","81","Person","-1813920450572"
"13_82","13","Person","82","Person","-129040781772"
"19_82","19","Person","82","Person","464591953641"
"2_82","2","Person","82","Person","-1959875295335"
"10_82","10","Person","82","Person","933019580221"
"31_82","31","Person","82","Person","-1754720391053"
"0_83","0","Person","83","Person","-409352831907"
"28_83","28","Person","83","Person","-101685028262"
"3_83","3","Person","83","Person","-356035051689"
"2_83","2","Person","83","Person","-1351903368470"
"11_83","11","Person","83","Person","-540050540944"
"16_84","16","Person","84","Person","-432957354658"
"13_84","13","Person","84","Person","-2096105779578"
"47_84","47","Person","84","Person","-970829469659"
"20_84","20","Person","84","Person","-902643686300"
"73_84","73","Person","84","Person","-724678868825"
"18_85","18","Person","85","Person","140985806218"
"58_85","58","Person","85","Person","854272897935"
"59_85","59","Person","85","Person","-15396312385"
"79_85","79","Person","85","Person","-1651685493980"
"5_85","5","Person","85","Person","-2154634234247"
"16_86","16","Person","86","Person","559257205217"
"12_86","12","Person","86","Person","-582393291998"
"38_86","38","Person","86","Person","-927318177772"
"56_86","56","Person","86","Person","-1823737390930"
"15_86","15","Person","86","Person","-1515471983945"
"16_87","16","Person","87","Person","-1958465667102"
"61_87","61","Person","87","Person","-1615229200896"
"57_87","57","Person","87","Person","129359878044"
"78_87","78","Person","87","Person","-602233894609"
"5_87","5","Person","87","Person","-683673151454"
"84_88","84","Person","88","Person","-1391919430071"
"60_88","60","Person","88","Person","-1082050692124"
"39_88","39","Person","88","Person","-1012129956997"
"16_88","16","Person","88","Person","479159885962"
"5_88","5","Person","88","Person","-1597362444175"
"2_89","2","Person","89","Person","-1069251414536"
"44_89","44","Person","89","Person","-2076880703571"
"21_89","21","Person","89","Person","-402858715092"
"6_89","6","Person","89","Person","524398834690"
"63_89","63","Person","89","Person","-1066947935751"
"32_90","32","Person","90","Person","-1262435641010"
"69_90","69","Person","90","Person","-389123419336"
"61_90","61","Person","90","Person","794011573158"
"65_90","65","Person","90","Person","709328336214"
"63_90","63","Person","90","Person","-1767929790814"
"31_91","31","Person","91","Person","-1289428486187"
"22_91","22","Person","91","Person","-614179906638"
"79_91","79","Person","91","Person","-1485619318314"
"20_91","20","Person","91","Person","-238946319273"
"5_91","5","Person","91","Person","-867724156550"
"64_92","64","Person","92","Person","662334041633"
"19_92","19","Person","92","Person","-1773067548337"
"2_92","2","Person","92","Person","-1951245594957"
"90_92","90","Person","92","Person","599543104298"
"56_92","56","Person","92","Person","924764702539"
"17_93","17","Person","93","Person","504328376160"
"76_93","76","Person","93","Person","823239985119"
"72_93","72","Person","93","Person","-360686105837"
"4_93","4","Person","93","Person","-1836794085050"
"37_93","37","Person","93","Person","-1533041825860"
"85_94","85","Person","94","Person","-419836340756"
"70_94","70","Person","94","Person","-1202313975565"
"13_94","13","Person","94","Person","-1141311846761"
"8_94","8","Person","94","Person","599704310040"
"6_94","6","Person","94","Person","910098405681"
"30_95","30","Person","95","Person","-197342773916"
"36_95","36","Person","95","Person","645325149292"
"79_95","79","Person","95","Person","-2041434492768"
"31_95","31","Person","95","Person","-1583349687676"
"5_95","5","Person","95","Person","149952059674"
"19_96","19","Person","96","Person","388323258869"
"3_96","3","Person","96","Person","456386678019"
"55_96","55","Person","96","Person","487847853997"
"36_96","36","Person","96","Person","824310701172"
"5_96","5","Person","96","Person","171663161048"
"80_97","80","Person","97","Person","-2163415104951"
"19_97","19","Person","97","Person","-991804231751"
"12_97","12","Person","97","Person","-477059670212"
"18_97","18","Person","97","Person","-2097859782602"
"5_97","5","Person","97","Person","-1469064721478"
"81_98","81","Person","98","Person","-410908387403"
"86_98","86","Person","98","Person","-1192169257835"
"22_98","22","Person","98","Person","663955376582"
"72_98","72","Person","98","Person","471633026918"
"5_98","5","Person","98","Person","-2050049998082"
"16_99","16","Person","99","Person","57901691200"
"81_99","81","Person","99","Person","-2060761149835"
"60_99","60","Person","99","Person","-2056750648866"
"62_99","62","Person","99","Person","-1965582857517"
"10_99","10","Person","99","Person","-922607988960"
