"id","entityA.id","entityA.type","entityB.id","entityB.type","since","until"
"14_128","14","DRAGON","128","Person","-898220196702","-180330407145"
"14_789","14","DRAGON","789","Person","-1331157439917","916111842554"
"14_832","14","DRAGON","832","Person","-1393827680932","-512413288350"
"14_206","14","DRAGON","206","Person","413606282507","726564405250"
"14_253","14","DRAGON","253","Person","-894492576964","940086824458"
"14_481","14","DRAGON","481","Person","-289227893928","879976450452"
"14_421","14","DRAGON","421","Person","710651671229","906638475144"
"14_926","14","DRAGON","926","Person","-1092569485244","765324245146"
"14_384","14","DRAGON","384","Person","278157306962","488391063182"
"14_86","14","DRAGON","86","Person","-442721922011","701922107046"
"15_411","15","DRAGON","411","Person","61275282760","113511252772"
"15_529","15","DRAGON","529","Person","639888973581","649674911561"
"15_631","15","DRAGON","631","Person","466083175538","738108069474"
"15_978","15","DRAGON","978","Person","-1711852599510","-455674485392"
"15_372","15","DRAGON","372","Person","-2151599701373","-1344321389459"
"15_862","15","DRAGON","862","Person","-1083536603687","-594088048221"
"15_783","15","DRAGON","783","Person","-2173959634248","-2021740406693"
"15_536","15","DRAGON","536","Person","-1108961348122","-908759276283"
"15_117","15","DRAGON","117","Person","-2111270331797","-542400926219"
"15_848","15","DRAGON","848","Person","241565347346","895000441414"
"15_863","15","DRAGON","863","Person","-770257778913","40747320858"
"16_713","16","DRAGON","713","Person","-432475712318","-211825553934"
"16_395","16","DRAGON","395","Person","-1351645847888","-757826682836"
"16_648","16","DRAGON","648","Person","-980679986684","-231865054038"
"16_939","16","DRAGON","939","Person","-542764672331","-122732047338"
"16_163","16","DRAGON","163","Person","-1211505643837","841457314700"
"16_76","16","DRAGON","76","Person","-1542234745611","-869184397452"
"16_452","16","DRAGON","452","Person","-1260722544366","85203655777"
"16_327","16","DRAGON","327","Person","134096331566","746926300965"
"16_493","16","DRAGON","493","Person","-1432731146188","229593153447"
"17_342","17","DRAGON","342","Person","-46907894544","30315759941"
"17_80","17","DRAGON","80","Person","-1414405424140","190279660284"
"17_25","17","DRAGON","25","Person","-143301428036","306064732405"
"17_151","17","DRAGON","151","Person","-1842561543298","869782493884"
"17_753","17","DRAGON","753","Person","553994632234","915624569123"
"17_596","17","DRAGON","596","Person","-1331794871732","-229859435265"
"17_577","17","DRAGON","577","Person","98072762961","484721358882"
"17_45","17","DRAGON","45","Person","-384006801705","-49012581604"
"17_340","17","DRAGON","340","Person","-852146935023","126548958193"
"17_731","17","DRAGON","731","Person","-490947325746","49785634487"
"17_763","17","DRAGON","763","Person","-2168165262642","-1341799762476"
"17_976","17","DRAGON","976","Person","-1209253856858","-725728974323"
"18_775","18","DRAGON","775","Person","-1069087504196","-496099308021"
"18_427","18","DRAGON","427","Person","-1532587605367","-1450727126995"
"18_681","18","DRAGON","681","Person","-407805566145","734902130954"
"18_236","18","DRAGON","236","Person","175356518530","860773747167"
"18_670","18","DRAGON","670","Person","-1183326734942","-864712123599"
"18_654","18","DRAGON","654","Person","-501661273398","2497215560"
"18_282","18","DRAGON","282","Person","-1293943861543","-1001003664851"
"18_916","18","DRAGON","916","Person","832088168397","911640676454"
"18_370","18","DRAGON","370","Person","-499965078313","-433151381683"
"18_847","18","DRAGON","847","Person","647413809210","703036299265"
"18_643","18","DRAGON","643","Person","735485095933","877505867985"
"19_929","19","DRAGON","929","Person","-288583235225","-230891011331"
"19_748","19","DRAGON","748","Person","-1866646775503","-816896208440"
"19_701","19","DRAGON","701","Person","597968205448","719113064306"
"19_193","19","DRAGON","193","Person","-1497689810247","509136069055"
"19_463","19","DRAGON","463","Person","687521936468","750763248203"
"19_635","19","DRAGON","635","Person","-1818763794658","613842769936"
"19_566","19","DRAGON","566","Person","-462409030636","-221133971102"
"19_738","19","DRAGON","738","Person","-632627384705","490705283865"
"19_770","19","DRAGON","770","Person","-1966700746382","-1957919747692"
"0_500","0","DRAGON","500","Person","-1576575928031","868094211645"
"0_884","0","DRAGON","884","Person","664579943423","683356789985"
"0_141","0","DRAGON","141","Person","-847112534008","120999125466"
"0_772","0","DRAGON","772","Person","363772902665","464937761441"
"0_507","0","DRAGON","507","Person","183229997138","821253014160"
"0_647","0","DRAGON","647","Person","-784365905686","482016690539"
"0_180","0","DRAGON","180","Person","-1454180215183","-433976200504"
"1_184","1","DRAGON","184","Person","-1295534855855","-1608291073"
"1_451","1","DRAGON","451","Person","-856701052843","-734671350958"
"1_410","1","DRAGON","410","Person","-200669550185","123732401866"
"1_956","1","DRAGON","956","Person","671788289853","781379688098"
"1_724","1","DRAGON","724","Person","-2045433922687","-1720694139648"
"1_965","1","DRAGON","965","Person","-1811624813822","386772887242"
"1_69","1","DRAGON","69","Person","-144372561138","740917977798"
"1_278","1","DRAGON","278","Person","-1746981532634","198429171877"
"1_960","1","DRAGON","960","Person","-909084519571","51807863423"
"2_471","2","DRAGON","471","Person","511227613716","907257410103"
"2_302","2","DRAGON","302","Person","-1494889616685","-1225239170355"
"2_63","2","DRAGON","63","Person","-1893095889928","795015926695"
"2_587","2","DRAGON","587","Person","925848793461","944565290532"
"2_556","2","DRAGON","556","Person","-610161133157","499636190411"
"2_598","2","DRAGON","598","Person","266225736935","468073511437"
"2_628","2","DRAGON","628","Person","837264276445","843577409714"
"2_711","2","DRAGON","711","Person","310249262435","328726144827"
"3_375","3","DRAGON","375","Person","734409740043","842498751030"
"3_977","3","DRAGON","977","Person","664225418284","938877568938"
"3_174","3","DRAGON","174","Person","-219593214464","252567641497"
"3_155","3","DRAGON","155","Person","-1976443434170","519746002723"
"3_221","3","DRAGON","221","Person","-538977026810","27436750421"
"3_517","3","DRAGON","517","Person","624771876386","911872911802"
"3_876","3","DRAGON","876","Person","865713161364","916780339078"
"3_110","3","DRAGON","110","Person","-1640681544447","-84274751339"
"3_898","3","DRAGON","898","Person","-706789722513","480449703669"
"3_263","3","DRAGON","263","Person","237472089035","268093151797"
"3_725","3","DRAGON","725","Person","-500488915605","90805660804"
"4_740","4","DRAGON","740","Person","-2051992390842","-270934150255"
"4_205","4","DRAGON","205","Person","-695663574453","-264701512715"
"4_593","4","DRAGON","593","Person","-2049529243277","-712620805039"
"4_290","4","DRAGON","290","Person","-625675015928","-434387641399"
"4_942","4","DRAGON","942","Person","-1254607349569","-355701488742"
"4_121","4","DRAGON","121","Person","-743321233415","806078893864"
"4_84","4","DRAGON","84","Person","-1803180153961","154993003480"
"4_810","4","DRAGON","810","Person","403113622909","682694774477"
"4_805","4","DRAGON","805","Person","-133285405895","272565295756"
"4_497","4","DRAGON","497","Person","-1816055369574","521967488841"
"4_664","4","DRAGON","664","Person","531859467277","688459652677"
"4_131","4","DRAGON","131","Person","-1089383007282","926526332889"
"5_586","5","DRAGON","586","Person","29632218962","123625326082"
"5_620","5","DRAGON","620","Person","515835298640","885180747064"
"5_826","5","DRAGON","826","Person","-2074975380482","124288964537"
"5_264","5","DRAGON","264","Person","-1480706990299","-863544364757"
"5_408","5","DRAGON","408","Person","845561719364","889453817317"
"5_19","5","DRAGON","19","Person","-527314621428","-48673944209"
"5_576","5","DRAGON","576","Person","-163683859049","125430299451"
"5_719","5","DRAGON","719","Person","604337468816","777881514671"
"5_200","5","DRAGON","200","Person","336354513941","750555710639"
"5_548","5","DRAGON","548","Person","-1886665097650","-993317243855"
"5_754","5","DRAGON","754","Person","-778995139632","-253856499271"
"6_516","6","DRAGON","516","Person","894147350435","909319923851"
"6_687","6","DRAGON","687","Person","592568529362","683088141572"
"6_611","6","DRAGON","611","Person","-789984246981","16804426449"
"6_280","6","DRAGON","280","Person","-1931741187594","436915149823"
"6_400","6","DRAGON","400","Person","221207818603","718011915222"
"6_887","6","DRAGON","887","Person","-2137643680168","81235044225"
"6_578","6","DRAGON","578","Person","-141283448101","-116248683716"
"6_423","6","DRAGON","423","Person","-1843253882662","-10942058857"
"6_195","6","DRAGON","195","Person","-1774501432229","-341092552188"
"6_951","6","DRAGON","951","Person","940777293642","941674987448"
"6_88","6","DRAGON","88","Person","-440986597417","678264352966"
"6_458","6","DRAGON","458","Person","-819275869806","479614807860"
"7_414","7","DRAGON","414","Person","-1322149091612","669153628888"
"7_909","7","DRAGON","909","Person","-1471510303008","681514055118"
"7_551","7","DRAGON","551","Person","134604550312","402320787176"
"7_699","7","DRAGON","699","Person","-2650721093","182605712984"
"7_797","7","DRAGON","797","Person","-1467084607080","-1253694681523"
"7_159","7","DRAGON","159","Person","538556433816","550959837547"
"7_952","7","DRAGON","952","Person","380411164871","407122368957"
"7_610","7","DRAGON","610","Person","121736017563","908952718456"
"7_10","7","DRAGON","10","Person","562608564428","619121701388"
"7_930","7","DRAGON","930","Person","-2099262228755","-647461328516"
"7_973","7","DRAGON","973","Person","-575350939916","275801046839"
"8_921","8","DRAGON","921","Person","71894883506","315301432686"
"8_204","8","DRAGON","204","Person","902056707094","919966793249"
"8_192","8","DRAGON","192","Person","-1115993301490","-71619171663"
"8_446","8","DRAGON","446","Person","-174609422564","761926252265"
"8_34","8","DRAGON","34","Person","-831319158972","70692374362"
"8_804","8","DRAGON","804","Person","-436936781607","212302681972"
"8_968","8","DRAGON","968","Person","287870554197","303048777452"
"8_743","8","DRAGON","743","Person","-290169133353","-204902773048"
"8_256","8","DRAGON","256","Person","-1747999603549","-1400009435742"
"9_394","9","DRAGON","394","Person","-1179899964649","7438649518"
"9_597","9","DRAGON","597","Person","-308021650666","468536314194"
"9_320","9","DRAGON","320","Person","-234226064555","933087829926"
"9_831","9","DRAGON","831","Person","-423095738170","674710612512"
"9_111","9","DRAGON","111","Person","-430836394551","321363292970"
"9_368","9","DRAGON","368","Person","-200253967644","75111829670"
"9_501","9","DRAGON","501","Person","-1083331812121","637187978808"
"9_176","9","DRAGON","176","Person","-664832092899","-338410145268"
"9_581","9","DRAGON","581","Person","-1311092114627","-1174419074953"
"9_137","9","DRAGON","137","Person","-636268909494","77758986173"
"9_644","9","DRAGON","644","Person","608923223887","676552638095"
"9_396","9","DRAGON","396","Person","108577792689","132782970836"
"9_318","9","DRAGON","318","Person","-1801309890971","738809034040"
"20_530","20","DRAGON","530","Person","-816239996756","937296504912"
"20_97","20","DRAGON","97","Person","529368359511","944031718821"
"20_6","20","DRAGON","6","Person","-46457521581","235831162753"
"20_694","20","DRAGON","694","Person","-1963967394337","-1261149711805"
"20_927","20","DRAGON","927","Person","277904734540","797038981246"
"20_820","20","DRAGON","820","Person","-1125222845284","-273543250639"
"20_120","20","DRAGON","120","Person","44514450115","905823394543"
"20_899","20","DRAGON","899","Person","-911018604868","-205422464520"
"20_618","20","DRAGON","618","Person","-1064571391450","-364592465686"
"20_182","20","DRAGON","182","Person","-739241447496","593968399692"
"20_214","20","DRAGON","214","Person","-257099066963","875689228373"
"21_319","21","DRAGON","319","Person","826468498149","862553317824"
"21_781","21","DRAGON","781","Person","-537770819416","313692319171"
"21_343","21","DRAGON","343","Person","-1374181092627","287213372823"
"21_513","21","DRAGON","513","Person","-1610536792128","-181670598215"
"21_216","21","DRAGON","216","Person","559752349107","925548263193"
"21_584","21","DRAGON","584","Person","-2093947275384","781027176774"
"21_345","21","DRAGON","345","Person","-2034490098688","-598649527948"
"21_785","21","DRAGON","785","Person","354344545398","644422392101"
"21_285","21","DRAGON","285","Person","-1217295605028","-135420130798"
"22_209","22","DRAGON","209","Person","-2121608550436","929017288850"
"22_655","22","DRAGON","655","Person","-1252206204874","-137758241798"
"22_768","22","DRAGON","768","Person","736900964948","911534633243"
"22_350","22","DRAGON","350","Person","-1215486258136","562446315288"
"22_889","22","DRAGON","889","Person","321743851239","535161814951"
"22_495","22","DRAGON","495","Person","236953903055","510883270031"
"22_658","22","DRAGON","658","Person","-1662461032803","500172999534"
"22_22","22","DRAGON","22","Person","-1220950707010","56111775001"
"22_585","22","DRAGON","585","Person","-617031008628","240258273143"
"22_382","22","DRAGON","382","Person","-1119238223921","-793835585566"
"23_56","23","DRAGON","56","Person","-621529321063","639710011027"
"23_260","23","DRAGON","260","Person","-923173387200","-11468574594"
"23_963","23","DRAGON","963","Person","-1640276888267","212551374407"
"23_13","23","DRAGON","13","Person","370156895050","592550441240"
"23_352","23","DRAGON","352","Person","801163985256","874528231891"
"23_761","23","DRAGON","761","Person","-956801664133","219832734157"
"23_179","23","DRAGON","179","Person","209646019988","447685272821"
"23_89","23","DRAGON","89","Person","-842454181528","414259001625"
"24_157","24","DRAGON","157","Person","241555099380","859362418709"
"24_677","24","DRAGON","677","Person","-651514303538","34782697314"
"24_272","24","DRAGON","272","Person","-1925147339074","-773899711898"
"24_774","24","DRAGON","774","Person","621662453747","693124684001"
"24_498","24","DRAGON","498","Person","-124125407553","-15432073285"
"24_709","24","DRAGON","709","Person","639158838655","794819165681"
"24_119","24","DRAGON","119","Person","318422942710","400869307855"
"24_878","24","DRAGON","878","Person","-1639895665227","211970782733"
"24_147","24","DRAGON","147","Person","-773526481127","359400136532"
"24_972","24","DRAGON","972","Person","272697807245","808274126522"
"25_235","25","DRAGON","235","Person","-18299103762","601120219241"
"25_238","25","DRAGON","238","Person","-612556919650","-594411071320"
"25_688","25","DRAGON","688","Person","833314897117","899820050838"
"25_289","25","DRAGON","289","Person","-146254353543","216932013132"
"25_20","25","DRAGON","20","Person","-1581717423577","-488815511930"
"25_557","25","DRAGON","557","Person","-1231014733356","-1156960182430"
"25_106","25","DRAGON","106","Person","-1296600679803","174370531498"
"25_75","25","DRAGON","75","Person","-927286115349","833119830449"
"25_70","25","DRAGON","70","Person","-1991489361915","-1059085523844"
"25_325","25","DRAGON","325","Person","785327761896","855572181163"
"25_714","25","DRAGON","714","Person","493070494908","756752598452"
"26_415","26","DRAGON","415","Person","-1458412820479","429889007260"
"26_191","26","DRAGON","191","Person","-822289114892","558922162695"
"26_444","26","DRAGON","444","Person","-941700621362","-158901061147"
"26_353","26","DRAGON","353","Person","-1402515799329","776341213337"
"26_528","26","DRAGON","528","Person","-1435670042029","231986688966"
"26_43","26","DRAGON","43","Person","194646329577","780430295202"
"26_324","26","DRAGON","324","Person","-1549431058761","342656439938"
"27_717","27","DRAGON","717","Person","-1593549280982","824492087089"
"27_671","27","DRAGON","671","Person","877166549308","877228297772"
"27_406","27","DRAGON","406","Person","-1709188233629","-263150856883"
"27_102","27","DRAGON","102","Person","-928733685528","-407339202092"
"27_788","27","DRAGON","788","Person","253060645954","258587817610"
"27_519","27","DRAGON","519","Person","851549199136","945753628191"
"27_24","27","DRAGON","24","Person","-1950070095562","489240560574"
"28_218","28","DRAGON","218","Person","-417604375776","-21599988210"
"28_201","28","DRAGON","201","Person","-1279154967692","533156752240"
"28_526","28","DRAGON","526","Person","-990737674556","620542360095"
"28_969","28","DRAGON","969","Person","-898046177006","290813956035"
"28_903","28","DRAGON","903","Person","-1686490622004","-1121697416433"
"28_588","28","DRAGON","588","Person","-226819141273","144783853774"
"28_591","28","DRAGON","591","Person","-2049439307901","-1388674552157"
"28_494","28","DRAGON","494","Person","834620466441","890041309122"
"28_363","28","DRAGON","363","Person","-1220320565604","796954008954"
"28_259","28","DRAGON","259","Person","-1571933684419","82107384919"
"28_729","28","DRAGON","729","Person","589252143279","931079288966"
"28_9","28","DRAGON","9","Person","-531860469232","945864304458"
"29_866","29","DRAGON","866","Person","-1326100174198","-968170412350"
"29_896","29","DRAGON","896","Person","-897737452681","-269668383847"
"29_741","29","DRAGON","741","Person","-134826300895","620862610862"
"29_877","29","DRAGON","877","Person","-540012459874","-23425916787"
"29_558","29","DRAGON","558","Person","612188678128","920070067870"
"29_732","29","DRAGON","732","Person","-883610641690","849202571602"
"29_246","29","DRAGON","246","Person","-1596603725758","723095314956"
"29_606","29","DRAGON","606","Person","-1406536346230","565762627060"
"29_224","29","DRAGON","224","Person","148778156407","390988052614"
"29_615","29","DRAGON","615","Person","-1048555648759","642050286608"
"30_7","30","DRAGON","7","Person","-454065471329","295293188506"
"30_874","30","DRAGON","874","Person","-31102550307","147353666048"
"30_398","30","DRAGON","398","Person","-1244458416642","194281923705"
"30_387","30","DRAGON","387","Person","-1940737100456","38212918182"
"30_491","30","DRAGON","491","Person","223959964988","569612663870"
"30_455","30","DRAGON","455","Person","-276464797378","-213852196608"
"30_983","30","DRAGON","983","Person","-899078581036","642007477591"
"30_886","30","DRAGON","886","Person","-820062002414","-502027676261"
"30_984","30","DRAGON","984","Person","-2044657116726","-927536449860"
"31_821","31","DRAGON","821","Person","-1932113274691","886754873703"
"31_549","31","DRAGON","549","Person","-526070628110","27118165158"
"31_31","31","DRAGON","31","Person","705684216293","935890148419"
"31_544","31","DRAGON","544","Person","-1412294424445","-1305834596676"
"31_365","31","DRAGON","365","Person","-1712731067152","-1644992966030"
"31_792","31","DRAGON","792","Person","292917233393","708793166673"
"31_445","31","DRAGON","445","Person","-571392447681","425403126193"
"31_875","31","DRAGON","875","Person","-1448401530147","236961088082"
"31_190","31","DRAGON","190","Person","-1187245822272","-456546221875"
"32_931","32","DRAGON","931","Person","-2047529620986","281183818963"
"32_554","32","DRAGON","554","Person","-1077122912221","-971686417654"
"32_170","32","DRAGON","170","Person","146756310228","893406069953"
"32_900","32","DRAGON","900","Person","652990861883","716750850992"
"32_543","32","DRAGON","543","Person","926967515083","940813457335"
"32_819","32","DRAGON","819","Person","820823205760","940458758298"
"32_837","32","DRAGON","837","Person","-272249053025","547098526155"
"32_601","32","DRAGON","601","Person","116746781570","711222365666"
"33_904","33","DRAGON","904","Person","63704269514","560613795213"
"33_742","33","DRAGON","742","Person","74793001383","240961238405"
"33_376","33","DRAGON","376","Person","425070217876","607192847424"
"33_612","33","DRAGON","612","Person","-2040534165235","-911290058197"
"33_1","33","DRAGON","1","Person","-943883622465","446922131528"
"33_678","33","DRAGON","678","Person","223224268068","292279578775"
"33_250","33","DRAGON","250","Person","-166819983449","527052663041"
"33_932","33","DRAGON","932","Person","-672610418078","644431266053"
"33_8","33","DRAGON","8","Person","-557177435206","227803054882"
"34_294","34","DRAGON","294","Person","660807322185","817342263709"
"34_853","34","DRAGON","853","Person","776732285027","842367262237"
"34_42","34","DRAGON","42","Person","-2063496007306","-809403697833"
"34_95","34","DRAGON","95","Person","-1120141174461","-678567045703"
"34_442","34","DRAGON","442","Person","-2001449555598","-1160784351118"
